Name;Company;Info;Link;Date
Эксперт по информационной безопасности (anti-fraud);БАНК УРАЛСИБ;Информационная безопасность, Средний (Middle) • SQL • Python • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000091615;1 апреля
Разработчик (группа разработки инфраструктуры, команда разработки KasperskyOS);Лаборатория Касперского;Разработка ПО • Python • Москва;https://career.habr.com/vacancies/1000101407;31 марта
Системный аналитик;Ростелеком;Аналитика, Средний (Middle) • SQL • Python • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101792;5 апреля
Продуктовый аналитик, Оформление заказа / Доставка Маркетплейса;Ozon Tech;Аналитика, Средний (Middle) • Python • SQL • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100395;31 марта
Эксперт в отдел безопасности разработки;Сбер;Информационная безопасность, Средний (Middle) • Python • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000099634;1 апреля
DevOps инженер ;МегаФон;Администрирование, Средний (Middle) • Linux • Kubernetes • Python • SQL • GitLab • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101916;30 марта
Software Engineer  (Лаборатория Робототехники Сбера);Сбер;Разработка ПО, Средний (Middle) • Python • Linux • C++ • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000100233;4 апреля
Разработчик С++;Bell Integrator;Бэкенд, Старший (Senior) • C++ • REST • Python • Можно удаленно;https://career.habr.com/vacancies/1000102084;4 апреля
Research Engineer (Deep learning, DSP);Coleman Group;Разработка ПО, Средний (Middle) • TensorFlow • Математика • PyTorch • Python • C++ • Санкт-Петербург • Полный рабочий день;https://career.habr.com/vacancies/1000101887;30 марта
Auto QA engineer (МТС Вторая память);МТС;Тестирование, Средний (Middle) • Python • Автоматизация тестирования • Selenium • Mobile • Можно удаленно;https://career.habr.com/vacancies/1000102173;4 апреля
Ведущий инженер 3 линии технической поддержки (МТС Cashback);МТС;Поддержка, Старший (Senior) • Python • Linux • SQL • Bash • Можно удаленно;https://career.habr.com/vacancies/1000097751;4 апреля
DevOps Engineer (IDT);Лаборатория Касперского;Администрирование • Python • Linux • Ansible • Kubernetes • Москва;https://career.habr.com/vacancies/1000098792;30 марта
Data Engineer;Лаборатория Касперского;Аналитика • Python • Apache Hadoop • DWH • Москва;https://career.habr.com/vacancies/1000089157;30 марта
Software Development Engineer in Test;Лаборатория Касперского;Тестирование • Автоматизация процессов • Python • Москва;https://career.habr.com/vacancies/1000095523;5 апреля
Data / ML Engineer (Персонализация);Sportmaster Lab;Аналитика, Средний (Middle) • Python • SQL • Linux • Москва • Санкт-Петербург • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000077158;1 апреля
